x_0,x_1,x_2,x_3,x_4,anomaly
2,3,3,3,3,True
1,0,3,1,3,False
0,2,1,2,0,False
3,2,3,1,1,False
3,2,3,2,1,True
1,3,0,2,3,False
0,1,1,3,0,False
1,3,0,2,3,False
1,0,2,3,2,False
2,0,0,3,3,False
0,0,3,1,2,False
3,1,1,2,0,False
2,3,0,3,0,False
0,0,2,2,2,False
1,1,1,2,3,False
1,3,0,2,3,False
3,2,2,1,2,False
1,0,2,3,0,False
0,2,0,0,1,False
1,3,2,2,2,False
3,0,0,2,3,False
3,3,2,0,1,False
2,2,3,2,3,True
3,0,0,2,0,False
0,3,3,0,3,False
2,3,3,3,0,True
2,1,0,0,0,False
3,2,2,3,2,True
1,2,1,0,3,False
1,0,1,2,3,False
2,2,0,1,3,False
3,2,2,1,2,False
3,2,0,1,2,False
2,0,1,2,3,False
2,3,3,3,0,True
1,2,3,0,0,False
0,3,1,2,2,False
0,1,3,2,2,False
2,1,0,0,0,False
3,2,0,2,0,False
2,1,3,0,2,False
3,1,0,3,3,False
0,0,0,1,1,False
1,3,1,2,1,False
3,2,0,3,1,False
1,3,0,1,0,False
1,1,1,2,2,False
1,3,0,1,2,False
3,2,0,0,0,False
0,1,3,0,3,False
2,3,2,1,1,False
1,1,2,3,2,False
0,2,1,2,1,False
3,0,2,1,3,False
3,3,0,3,0,False
3,0,2,0,2,False
1,0,0,0,2,False
2,2,3,2,1,False
2,2,0,3,1,False
2,3,1,0,3,False
2,0,0,1,1,False
2,3,1,3,0,False
2,3,1,2,0,False
0,2,0,0,0,False
3,3,3,3,1,True
3,3,0,0,3,False
2,1,0,2,2,False
0,0,3,1,3,False
3,3,2,2,0,False
0,2,2,3,1,False
2,2,3,2,3,True
1,3,0,3,3,False
3,3,0,2,3,True
2,0,3,3,0,False
2,1,1,0,2,False
1,2,2,2,3,False
0,0,2,2,2,False
3,3,0,0,3,False
2,2,0,1,1,False
1,1,1,1,1,False
2,2,3,1,0,False
3,3,2,0,0,False
2,2,1,2,2,False
2,1,1,0,2,False
3,0,1,2,0,False
3,0,3,3,1,False
3,1,3,3,2,True
3,0,2,2,3,False
3,2,2,0,3,False
2,1,1,2,3,False
1,2,3,3,2,True
3,0,0,2,2,False
3,1,0,0,0,False
0,0,1,3,2,False
2,2,1,2,2,False
1,1,1,3,0,False
1,3,2,2,0,False
3,1,0,1,3,False
0,0,2,2,2,False
3,0,1,0,0,False
1,3,1,3,3,True
1,2,2,3,2,False
3,1,1,0,3,False
0,0,3,3,2,False
0,1,1,0,0,False
2,3,1,2,2,False
2,0,0,2,1,False
0,0,3,3,2,False
1,3,2,3,3,True
3,3,3,0,3,True
3,2,0,2,1,False
2,0,0,3,3,False
3,2,0,2,1,False
3,2,0,0,2,False
0,1,0,3,1,False
0,0,0,0,1,False
2,3,3,2,1,True
2,2,3,1,0,False
0,3,2,2,3,False
2,0,3,0,3,False
0,0,1,0,2,False
2,2,2,3,3,True
1,0,3,1,1,False
1,1,3,3,3,True
0,3,0,3,1,False
2,2,2,1,3,False
1,0,3,1,1,False
3,2,0,0,2,False
0,2,3,0,3,False
1,0,2,3,2,False
2,1,2,2,0,False
2,1,0,1,1,False
0,1,1,0,3,False
0,0,1,3,3,False
1,1,3,2,1,False
3,3,2,1,2,True
2,3,2,1,3,True
2,2,2,0,1,False
0,3,3,0,0,False
1,2,2,3,2,False
1,1,3,3,3,True
3,3,3,1,0,False
3,1,2,1,1,False
2,1,0,3,3,False
2,2,0,1,0,False
0,3,3,3,0,False
0,0,0,1,1,False
3,2,2,0,3,False
2,3,0,1,1,False
0,0,2,1,0,False
2,3,3,1,2,True
0,1,2,0,3,False
3,1,3,1,3,True
0,1,0,0,3,False
1,1,2,2,3,False
0,3,0,0,1,False
3,3,0,0,2,False
0,1,3,1,3,False
0,1,1,1,3,False
0,0,0,3,3,False
0,0,1,2,3,False
1,3,2,0,0,False
2,1,1,0,3,False
1,2,0,3,1,False
1,2,2,3,3,True
1,1,0,1,1,False
1,3,1,1,0,False
0,1,0,0,2,False
1,2,0,1,1,False
1,3,3,1,2,False
0,1,1,3,0,False
1,2,2,2,0,False
3,2,0,3,3,True
0,3,3,0,2,False
2,3,3,2,3,True
3,2,0,3,2,False
2,0,0,2,2,False
1,0,2,0,1,False
3,0,3,2,1,False
3,0,1,2,0,False
0,2,3,1,2,False
3,3,0,2,3,True
3,1,0,0,1,False
2,2,3,3,3,True
1,1,2,2,3,False
1,1,3,2,0,False
2,1,2,2,2,False
1,2,0,1,1,False
2,0,1,0,3,False
1,0,2,2,2,False
1,2,1,0,3,False
2,3,2,2,2,True
1,1,3,3,0,False
2,1,3,3,3,True
0,3,3,0,1,False
2,2,1,2,2,False
0,2,1,1,3,False
3,1,3,2,0,False
0,2,0,1,3,False
1,2,2,1,2,False
0,3,3,0,1,False
2,0,3,2,3,False
2,1,2,3,2,False
1,1,0,0,1,False
1,2,2,2,3,False
1,3,0,2,1,False
2,3,0,1,0,False
0,0,1,1,0,False
0,3,1,2,3,False
1,2,2,2,1,False
3,3,0,2,1,False
0,3,3,2,1,False
1,2,2,1,1,False
2,1,2,3,3,True
2,3,3,3,0,True
0,1,2,1,0,False
0,3,3,0,3,False
2,0,3,1,2,False
2,0,1,2,1,False
0,3,3,2,2,False
1,0,2,2,2,False
2,3,0,2,2,False
0,0,2,2,1,False
3,3,0,1,0,False
1,1,3,1,2,False
1,0,3,1,0,False
1,1,1,3,3,False
0,1,1,2,1,False
3,2,1,2,1,False
2,1,3,2,0,False
1,2,1,0,3,False
1,3,1,2,1,False
0,2,3,2,0,False
3,0,1,1,1,False
2,1,2,3,3,True
0,0,1,0,2,False
1,2,3,2,2,False
1,1,0,1,1,False
0,1,2,1,1,False
3,0,2,0,1,False
2,2,3,1,1,False
3,2,2,0,0,False
0,2,3,0,1,False
2,0,2,3,2,False
1,1,3,0,3,False
2,0,2,0,0,False
3,2,3,2,1,True
3,1,1,3,3,True
1,2,2,2,0,False
1,3,0,2,1,False
0,0,1,0,3,False
2,1,3,1,2,False
0,2,3,1,0,False
1,2,2,1,0,False
0,3,1,3,3,False
1,2,1,3,3,False
1,2,3,3,0,False
0,0,3,1,3,False
2,0,2,0,0,False
1,0,0,0,1,False
1,2,2,2,2,False
0,0,3,3,3,False
3,3,2,3,1,True
0,1,3,0,3,False
3,3,2,2,1,True
2,0,3,0,0,False
1,2,2,0,0,False
0,3,2,2,0,False
2,1,2,2,2,False
3,3,0,2,0,False
2,1,0,1,2,False
1,1,0,2,1,False
2,0,3,2,1,False
2,0,3,1,1,False
0,1,0,2,0,False
0,1,1,0,3,False
3,2,0,2,0,False
0,0,3,2,0,False
0,2,2,2,2,False
3,2,3,1,3,True
2,0,1,1,1,False
2,3,3,1,2,True
0,1,3,2,0,False
0,1,1,2,0,False
1,3,0,2,0,False
3,1,2,1,3,False
2,2,2,1,3,False
1,3,2,0,3,False
2,2,2,3,2,True
0,0,0,2,0,False
3,3,3,0,1,False
1,3,0,3,0,False
0,1,2,3,1,False
2,2,1,1,3,False
0,1,1,3,0,False
3,3,1,0,1,False
3,0,2,3,1,False
3,0,3,0,3,False
3,0,1,2,1,False
0,1,3,0,0,False
0,2,2,3,0,False
1,1,0,1,3,False
3,2,3,1,0,False
1,3,2,3,2,True
0,3,2,2,1,False
2,0,3,3,1,False
2,0,0,3,1,False
1,2,2,3,1,False
0,0,2,1,3,False
2,3,0,2,3,False
3,1,3,0,3,False
3,3,2,1,0,False
3,0,1,3,0,False
3,0,0,1,1,False
3,3,0,2,1,False
3,2,1,0,0,False
0,2,2,0,2,False
1,1,0,0,0,False
2,2,2,1,2,False
0,1,3,0,0,False
0,3,2,2,2,False
2,3,3,3,2,True
2,1,3,2,2,False
2,1,3,2,3,True
0,1,3,3,3,False
1,3,3,2,0,False
3,0,1,0,2,False
3,0,1,3,2,False
3,0,2,0,0,False
3,2,2,2,3,True
2,0,3,3,0,False
3,1,3,1,2,False
0,2,1,3,3,False
1,1,0,1,2,False
0,2,1,1,0,False
1,0,3,2,0,False
3,0,0,0,3,False
2,0,0,2,2,False
2,1,1,2,0,False
2,2,2,0,1,False
3,1,1,2,2,False
2,1,3,0,1,False
0,1,0,3,2,False
0,3,0,2,0,False
1,2,0,2,1,False
1,1,0,2,2,False
1,3,3,0,0,False
3,1,3,0,3,False
0,0,3,2,3,False
1,1,2,2,0,False
1,2,1,0,0,False
2,0,2,1,1,False
0,1,3,3,3,False
1,0,3,0,3,False
3,0,1,1,2,False
0,3,3,0,2,False
2,2,2,1,3,False
2,3,0,1,2,False
1,0,3,1,1,False
2,0,2,0,2,False
3,3,0,1,1,False
2,3,0,0,1,False
1,3,2,2,2,False
0,3,2,2,2,False
1,0,3,3,2,False
3,1,0,0,1,False
1,3,0,1,3,False
1,1,2,1,1,False
2,3,2,3,3,True
3,0,2,0,2,False
1,1,1,0,3,False
3,3,0,3,3,True
3,2,0,2,2,False
1,3,0,2,0,False
2,0,0,0,2,False
3,1,1,2,0,False
1,1,2,2,2,False
1,1,2,3,3,False
1,2,3,0,1,False
3,3,2,2,1,True
2,0,3,0,1,False
0,3,2,3,2,False
3,0,1,3,3,False
2,2,0,3,1,False
1,2,2,1,2,False
2,3,1,3,3,True
0,1,2,2,1,False
1,1,2,3,2,False
3,0,3,1,3,False
0,2,0,3,3,False
2,2,3,2,3,True
3,0,3,0,2,False
2,2,3,2,0,False
1,2,1,2,3,False
3,2,1,0,0,False
3,1,2,1,1,False
2,3,2,0,3,False
2,1,1,3,3,False
0,1,0,2,1,False
1,0,3,1,2,False
0,1,0,2,1,False
0,2,3,1,3,False
0,1,2,2,2,False
2,3,1,0,0,False
2,2,0,1,3,False
0,0,0,0,1,False
0,1,1,3,3,False
0,2,3,2,2,False
1,1,1,0,0,False
1,0,1,0,1,False
2,1,3,3,1,False
2,3,2,2,3,True
3,0,0,2,0,False
2,3,2,0,1,False
0,0,0,1,2,False
3,3,3,2,1,True
0,3,2,3,1,False
2,1,3,3,1,False
0,3,3,3,0,False
2,1,2,3,1,False
0,0,2,0,1,False
3,2,0,2,3,False
3,3,3,2,0,True
2,1,3,0,1,False
0,0,2,1,0,False
2,3,0,0,1,False
0,2,2,0,3,False
0,0,3,1,3,False
2,1,1,2,2,False
0,1,1,1,0,False
0,3,2,1,3,False
3,2,3,1,0,False
3,3,1,0,1,False
1,3,3,3,1,True
1,0,1,1,2,False
3,3,3,3,2,True
2,1,2,0,0,False
3,0,1,2,0,False
3,1,3,3,2,True
0,1,1,0,0,False
3,0,1,0,2,False
0,3,2,0,0,False
3,2,0,1,1,False
1,2,0,3,2,False
0,3,0,2,2,False
3,2,0,3,3,True
0,3,2,0,2,False
1,3,2,2,1,False
2,1,1,0,1,False
2,3,3,3,0,True
3,2,1,0,0,False
2,0,3,2,0,False
2,3,3,2,3,True
1,1,0,3,2,False
0,3,0,2,3,False
3,2,3,1,2,True
1,0,0,0,1,False
1,1,1,3,2,False
0,1,1,0,1,False
0,0,1,2,0,False
1,2,1,3,2,False
3,0,1,0,3,False
3,1,2,2,1,False
1,0,0,1,1,False
2,3,0,0,3,False
3,1,1,3,2,False
0,2,2,1,3,False
2,3,3,2,3,True
2,2,1,1,3,False
0,3,3,1,2,False
1,0,0,2,1,False
0,0,1,1,2,False
0,3,0,0,2,False
2,3,2,2,2,True
0,3,1,2,0,False
3,3,1,0,2,False
3,2,0,0,0,False
2,0,3,0,0,False
1,1,3,0,0,False
2,1,3,1,1,False
1,1,1,3,1,False
1,2,2,0,1,False
0,0,1,3,0,False
3,3,1,3,1,True
2,1,1,1,0,False
3,3,0,3,0,False
0,3,1,0,2,False
1,1,2,2,1,False
3,0,1,2,2,False
2,0,2,1,3,False
2,1,3,3,0,False
3,3,3,1,0,False
0,1,1,0,2,False
2,0,1,3,2,False
0,1,1,3,0,False
3,2,2,1,1,False
1,0,1,3,0,False
1,1,0,0,1,False
0,2,1,2,1,False
3,1,0,1,0,False
1,3,0,2,2,False
3,1,3,2,2,True
1,2,3,2,3,True
2,0,0,0,2,False
1,1,0,1,0,False
0,0,3,3,1,False
2,1,0,1,0,False
1,0,1,1,3,False
2,2,0,0,3,False
2,0,0,2,1,False
2,1,3,0,0,False
1,1,1,0,0,False
3,3,0,2,2,False
3,2,3,1,0,False
3,3,0,2,1,False
2,2,0,3,2,False
3,2,1,3,1,False
0,0,1,1,2,False
1,3,2,0,0,False
2,2,0,1,0,False
1,3,0,3,0,False
3,3,1,3,2,True
2,1,2,2,3,False
2,0,1,3,3,False
2,1,3,1,1,False
1,1,2,1,2,False
3,1,1,0,3,False
1,1,1,2,3,False
2,3,3,0,3,True
2,1,0,2,2,False
0,0,3,2,0,False
1,1,0,0,3,False
0,2,3,2,2,False
2,1,2,0,3,False
3,3,1,0,1,False
0,2,0,2,1,False
0,0,1,2,1,False
3,2,1,0,3,False
2,1,0,0,2,False
0,1,3,2,3,False
0,0,0,1,1,False
0,0,1,2,2,False
2,1,2,2,1,False
3,1,2,0,3,False
0,0,1,3,3,False
2,0,0,0,3,False
2,3,1,0,0,False
0,3,3,1,1,False
3,1,3,2,0,False
0,0,2,0,1,False
0,2,1,3,1,False
3,1,1,0,2,False
3,2,2,0,3,False
2,0,0,1,2,False
1,0,1,0,1,False
1,0,2,1,0,False
2,1,3,0,2,False
1,2,1,0,3,False
1,3,0,2,2,False
2,0,0,3,2,False
2,0,1,3,2,False
1,2,1,3,3,False
1,3,1,0,2,False
2,1,2,3,2,False
0,2,3,3,3,True
2,3,0,0,2,False
0,2,2,1,2,False
0,2,0,0,3,False
3,0,3,3,0,False
3,0,3,0,3,False
1,0,0,3,2,False
1,0,2,3,0,False
3,3,0,3,3,True
1,1,1,3,0,False
2,3,3,0,2,False
0,3,0,1,2,False
2,1,2,2,0,False
3,2,3,2,3,True
0,3,3,1,1,False
3,2,1,2,1,False
3,0,2,2,3,False
0,1,3,1,1,False
1,1,3,1,0,False
2,0,2,3,3,False
0,0,1,1,2,False
2,3,3,3,2,True
0,0,3,0,1,False
0,1,0,2,1,False
3,2,2,1,1,False
1,2,2,0,0,False
2,1,3,2,0,False
2,0,2,1,3,False
1,0,2,0,2,False
3,0,3,3,2,True
3,0,3,3,1,False
2,3,3,2,0,False
2,1,2,2,0,False
3,3,0,2,0,False
1,1,1,3,0,False
3,0,0,0,0,False
0,3,1,1,2,False
3,2,2,0,2,False
3,2,3,2,0,False
2,0,2,3,0,False
0,3,2,3,2,False
3,0,1,3,2,False
3,3,2,1,0,False
1,2,0,1,1,False
0,2,2,0,2,False
1,0,3,0,1,False
0,0,0,3,0,False
1,3,3,1,3,True
1,3,1,2,3,False
1,0,1,3,3,False
2,0,1,0,3,False
2,3,0,2,1,False
3,1,1,2,1,False
0,1,3,1,2,False
1,2,0,0,3,False
2,1,3,0,0,False
3,3,2,3,1,True
2,0,3,1,1,False
1,3,3,0,3,False
1,2,2,3,1,False
3,0,1,3,1,False
0,2,2,3,3,False
3,0,0,1,0,False
1,1,1,0,3,False
3,1,3,3,0,False
3,0,1,0,0,False
1,1,3,2,2,False
1,1,1,3,2,False
1,3,0,3,1,False
1,0,0,0,3,False
3,3,3,0,2,True
3,0,1,2,0,False
2,2,0,1,0,False
2,0,2,0,1,False
3,3,0,0,0,False
2,1,1,1,3,False
2,3,1,0,1,False
3,2,3,0,2,False
2,3,0,1,3,False
3,3,3,3,0,True
1,1,1,1,1,False
2,3,3,1,0,False
1,1,1,1,3,False
2,1,1,1,3,False
2,0,1,2,0,False
3,3,1,0,2,False
2,2,3,3,2,True
3,3,3,1,0,False
2,1,3,0,2,False
1,0,0,0,2,False
2,1,2,2,2,False
0,2,0,2,0,False
0,3,1,0,1,False
1,0,3,0,2,False
3,0,2,1,3,False
0,2,1,0,0,False
1,1,0,3,1,False
0,3,1,1,3,False
0,2,1,2,3,False
2,2,0,2,0,False
2,3,1,3,1,False
3,1,1,1,2,False
2,2,0,1,3,False
3,2,0,2,0,False
3,3,0,2,0,False
1,3,1,2,3,False
2,2,3,2,0,False
1,3,0,1,2,False
3,0,0,3,0,False
1,0,0,2,0,False
3,2,3,2,3,True
0,3,2,2,2,False
3,0,2,0,3,False
1,2,3,2,3,True
3,1,0,3,0,False
1,2,1,2,2,False
3,1,0,0,0,False
1,0,0,3,0,False
3,1,1,2,3,False
0,3,1,1,0,False
1,1,1,3,3,False
0,2,1,1,0,False
0,3,2,3,0,False
0,3,1,0,2,False
3,3,1,1,1,False
2,3,2,2,1,False
3,0,0,0,2,False
3,2,0,1,2,False
3,0,1,2,2,False
3,2,2,0,0,False
2,2,2,3,1,False
3,0,3,0,0,False
2,1,1,0,0,False
1,2,1,2,0,False
3,2,1,3,3,True
1,0,1,1,1,False
2,0,3,1,0,False
1,0,2,0,3,False
0,1,0,1,3,False
2,0,0,3,1,False
3,3,0,2,0,False
1,0,3,3,1,False
2,2,1,1,2,False
2,0,1,0,3,False
2,2,3,3,1,True
0,2,1,1,0,False
3,0,0,1,3,False
3,1,0,2,3,False
2,0,3,1,0,False
0,3,3,0,0,False
3,0,0,3,2,False
0,3,0,0,2,False
1,0,1,2,1,False
2,0,2,2,0,False
0,0,0,1,2,False
1,0,1,3,1,False
2,2,1,1,2,False
2,3,1,1,3,False
3,0,2,0,3,False
3,0,2,2,2,False
3,2,1,1,2,False
2,0,0,2,3,False
3,2,1,0,0,False
1,2,0,0,0,False
2,1,3,1,2,False
3,0,3,3,2,True
3,0,1,0,2,False
1,0,1,3,2,False
0,1,2,1,1,False
0,1,3,2,2,False
2,0,3,2,0,False
2,1,1,0,2,False
1,3,3,0,0,False
2,1,2,2,1,False
3,3,2,1,2,True
2,0,2,1,1,False
0,2,1,3,1,False
3,0,2,1,3,False
1,0,0,2,0,False
1,1,3,3,2,False
2,0,2,0,1,False
0,0,0,1,3,False
1,2,3,0,0,False
2,3,0,3,2,False
3,3,2,2,2,True
2,2,3,0,0,False
2,0,3,2,3,False
3,0,0,1,0,False
1,1,1,1,3,False
3,2,0,1,3,False
1,0,0,1,2,False
0,3,3,2,2,False
3,2,2,2,2,True
1,0,1,2,2,False
2,3,3,3,2,True
0,3,2,3,0,False
0,2,2,1,2,False
3,2,3,2,2,True
3,3,3,3,2,True
3,1,2,3,2,True
2,2,2,2,0,False
2,3,0,3,3,True
1,2,1,2,1,False
3,3,2,3,2,True
2,0,1,0,1,False
1,2,3,3,2,True
0,2,3,0,0,False
1,0,3,2,3,False
1,1,0,0,1,False
2,2,1,0,0,False
3,0,2,3,3,True
0,2,0,3,0,False
2,2,1,1,3,False
1,3,1,1,3,False
2,3,2,3,1,True
3,3,0,1,2,False
2,2,1,3,1,False
3,1,3,3,1,True
0,3,2,1,0,False
0,3,1,1,3,False
3,2,3,0,2,False
1,3,1,3,1,False
2,2,2,2,1,False
3,1,1,3,0,False
3,3,0,3,2,True
1,0,1,1,3,False
1,1,3,2,1,False
3,1,0,3,1,False
0,1,1,3,3,False
0,1,3,3,2,False
2,0,0,0,0,False
1,1,0,2,3,False
3,3,0,0,2,False
1,3,0,3,0,False
0,3,1,1,1,False
2,3,0,1,2,False
1,2,1,3,3,False
1,3,1,0,0,False
2,0,2,2,2,False
3,3,1,1,2,False
0,3,3,0,1,False
2,2,0,3,1,False
0,2,3,2,3,False
3,0,1,1,2,False
0,3,0,0,3,False
3,3,3,0,0,False
0,1,1,0,3,False
1,1,0,1,3,False
3,3,3,3,3,True
3,1,2,2,2,False
1,2,0,3,1,False
1,0,0,1,2,False
0,2,2,3,1,False
0,3,2,3,0,False
2,1,2,0,3,False
1,3,1,0,1,False
2,0,2,3,1,False
1,1,1,1,3,False
0,0,2,3,3,False
1,0,3,1,1,False
1,3,3,3,1,True
0,1,3,2,0,False
0,3,1,1,0,False
0,0,1,2,2,False
3,2,1,3,2,True
3,3,1,0,0,False
3,1,0,3,3,False
2,3,2,2,0,False
0,1,3,3,2,False
3,3,0,1,1,False
2,3,1,3,1,False
3,2,2,2,0,False
3,2,1,2,1,False
0,3,2,3,0,False
2,0,0,0,1,False
3,2,3,1,1,False
3,2,2,0,1,False
1,1,2,3,2,False
2,3,0,0,3,False
0,1,3,0,2,False
1,3,3,1,0,False
3,2,0,1,2,False
2,2,2,1,2,False
2,0,2,3,3,False
2,2,1,2,3,False
2,0,0,3,2,False
3,0,3,0,1,False
3,2,2,2,1,False
3,2,1,0,1,False
0,3,0,0,1,False
0,1,3,2,0,False
3,0,3,3,3,True
2,3,3,0,2,False
1,2,1,1,0,False
1,2,0,3,2,False
0,1,1,3,0,False
2,0,1,0,1,False
3,1,0,1,1,False
2,1,0,0,3,False
1,3,3,1,3,True
1,3,1,2,0,False
1,1,3,0,2,False
2,3,2,3,2,True
3,2,1,1,3,False
1,2,1,1,3,False
2,3,0,1,0,False
0,2,3,1,2,False
3,3,3,2,1,True
2,1,3,3,0,False
1,2,3,2,1,False
1,2,3,3,2,True
2,0,3,1,0,False
3,3,2,0,3,True
3,3,1,0,3,False
0,0,3,1,0,False
3,0,1,0,1,False
0,1,3,2,2,False
3,3,3,0,1,False
3,0,3,3,3,True
1,2,0,0,2,False
3,2,1,1,3,False
0,2,0,3,1,False
2,2,1,1,3,False
2,1,1,3,0,False
2,0,1,3,0,False
0,1,0,0,1,False
2,3,3,2,3,True
0,3,1,3,3,False
3,0,3,1,1,False
1,0,0,3,2,False
3,2,1,3,3,True
2,2,3,0,3,False
3,3,0,3,3,True
3,0,3,1,2,False
2,2,0,1,3,False
1,3,0,0,0,False
3,2,1,3,0,False
0,3,1,3,2,False
2,1,2,0,1,False
1,2,2,0,0,False
2,3,2,3,1,True
3,2,2,3,3,True
2,0,1,1,2,False
1,1,1,0,3,False
3,2,1,3,3,True
3,0,3,3,1,False
1,2,1,1,3,False
2,2,2,2,1,False
0,1,2,2,1,False
2,2,0,0,1,False
3,1,3,2,1,False
3,2,2,1,3,True
2,0,3,2,0,False
2,3,1,2,3,True
2,1,3,2,2,False
3,1,3,2,2,True
0,2,3,1,2,False
1,1,2,2,0,False
0,1,1,0,0,False
1,2,3,2,0,False
3,2,3,2,1,True
2,1,1,3,0,False
2,2,2,0,1,False
1,3,3,0,3,False
0,0,2,1,0,False
0,2,2,0,3,False
0,0,2,3,2,False
3,2,3,0,1,False
3,1,0,2,1,False
2,2,0,1,1,False
0,1,3,1,1,False
0,1,1,2,3,False
3,0,1,3,0,False
2,2,3,0,0,False
3,2,0,1,2,False
2,3,3,0,0,False
1,1,3,1,1,False
3,2,0,1,2,False
3,2,1,1,3,False
3,0,2,3,1,False
3,1,0,1,0,False
1,0,2,0,1,False
3,3,3,2,1,True
1,1,0,2,3,False
0,1,1,0,0,False
1,3,3,1,1,False
2,1,2,0,0,False
2,3,3,0,2,False
0,3,3,2,3,True
3,3,3,1,3,True
0,2,2,2,2,False
2,0,1,3,0,False
2,2,0,2,1,False
0,2,1,1,1,False
0,2,0,3,3,False
1,0,1,2,2,False
1,1,2,1,1,False
2,2,0,1,0,False
1,0,3,2,1,False
1,2,0,3,1,False
3,0,3,1,3,False
0,0,0,3,0,False
1,1,3,2,3,False
3,0,3,2,1,False
0,3,2,0,3,False
3,1,3,2,3,True
1,0,0,1,3,False
2,3,3,2,1,True
3,2,0,0,2,False
1,3,2,0,3,False
0,0,2,3,1,False
3,2,0,2,1,False
3,3,3,0,0,False
2,2,3,2,3,True
2,2,2,0,1,False
2,3,3,0,1,False
3,3,0,3,1,False
1,3,2,2,3,True
2,2,0,3,1,False
0,1,0,3,3,False
1,2,2,0,3,False
2,3,0,3,2,False
1,2,1,3,0,False
2,0,3,1,2,False
2,2,0,3,0,False
1,1,2,3,0,False
3,2,3,0,0,False
2,1,1,1,0,False
2,1,0,1,1,False
0,3,2,0,3,False
1,3,2,2,1,False
3,2,2,1,2,False
1,1,3,2,0,False
2,1,0,0,1,False
1,2,1,2,1,False
1,0,0,1,1,False
0,1,2,2,1,False
0,2,0,3,0,False
2,2,3,3,1,True
3,3,0,0,2,False
3,0,2,3,1,False
2,1,1,0,3,False
2,3,3,2,2,True
2,0,3,3,0,False
0,3,2,3,0,False
2,3,2,3,1,True
1,3,0,3,0,False
1,2,3,3,2,True
0,1,0,3,0,False
1,1,3,2,2,False
2,0,1,0,1,False
3,2,1,3,2,True
1,0,3,1,0,False
1,0,2,2,1,False
2,0,2,3,2,False
3,1,0,0,0,False
3,1,3,2,0,False
0,0,1,3,2,False
2,2,1,3,3,True
1,1,3,2,1,False
2,1,1,0,3,False
3,1,3,3,1,True
0,0,3,3,0,False
1,2,0,1,3,False
0,2,1,1,3,False
1,3,3,0,0,False
3,2,2,3,1,True
3,2,2,2,1,False
3,3,0,3,2,True
3,3,0,3,0,False
2,2,2,0,2,False
0,3,2,3,0,False
1,3,3,3,2,True
3,3,3,1,3,True
1,3,1,2,3,False
1,3,1,1,0,False
3,1,3,3,0,False
1,1,3,3,1,False
0,1,2,0,2,False
0,1,1,3,0,False
1,1,3,3,3,True
0,3,0,0,2,False
2,0,1,3,2,False
3,0,3,3,2,True
0,0,2,3,1,False
2,3,1,2,3,True
2,0,1,2,2,False
3,3,1,3,2,True
0,3,3,0,3,False
2,2,0,0,1,False
2,1,3,1,3,False
3,1,1,2,3,False
3,2,2,2,1,False
2,3,1,0,3,False
1,1,1,3,2,False
3,3,2,0,1,False
2,2,1,1,0,False
1,3,3,1,2,False
2,2,3,3,2,True
1,1,0,1,0,False
0,1,2,2,2,False
0,1,1,1,0,False
1,1,1,1,1,False
0,3,2,2,0,False
2,3,1,1,3,False
0,1,3,2,1,False
3,1,0,2,3,False
2,0,3,1,1,False
1,3,2,2,2,False
1,1,0,2,3,False
1,1,0,2,1,False
0,0,2,2,1,False
3,2,2,2,3,True
2,1,0,2,3,False
2,0,3,3,0,False
3,3,3,3,2,True
0,1,1,3,0,False
1,0,3,1,2,False
0,3,3,0,2,False
2,0,0,1,1,False
2,2,1,0,2,False
3,1,2,3,0,False
2,3,0,0,0,False
1,1,3,0,0,False
2,1,0,0,0,False
3,1,3,3,1,True
0,1,0,1,0,False
0,1,3,1,3,False
2,2,1,3,2,False
0,2,3,2,2,False
3,0,3,2,3,True
0,1,0,2,0,False
3,2,1,2,2,False
0,1,3,3,1,False
2,2,2,2,1,False
2,2,1,1,3,False
1,3,2,0,3,False
2,0,0,0,0,False
3,1,1,0,0,False
1,0,1,1,3,False
3,1,0,3,0,False
0,3,0,1,0,False
0,0,0,1,2,False
2,2,2,2,1,False
0,2,0,1,1,False
3,3,1,2,3,True
0,2,1,0,1,False
0,0,2,1,2,False
3,1,0,2,2,False
3,1,0,2,3,False
2,0,0,1,2,False
1,1,1,2,2,False
2,3,3,2,2,True
2,2,2,2,1,False
2,0,0,1,2,False
2,2,0,0,2,False
2,3,0,2,1,False
2,0,2,2,1,False
0,0,2,2,0,False
2,3,0,1,1,False
1,2,2,3,2,False
2,2,2,1,2,False
0,1,0,3,1,False
2,0,3,1,3,False
3,3,1,3,3,True
3,1,3,2,0,False
3,1,0,0,3,False
0,3,1,0,1,False
0,2,0,2,3,False
1,0,0,3,2,False
2,1,2,3,0,False
0,2,2,2,2,False
2,0,1,1,2,False
3,2,2,2,3,True
3,0,1,2,2,False
0,1,0,2,2,False
1,3,3,3,2,True
0,1,1,0,0,False
3,2,1,2,0,False
1,0,1,2,3,False
1,2,0,0,2,False
2,0,0,0,3,False
1,3,0,3,0,False
1,0,1,0,1,False
1,3,0,1,3,False
0,0,1,1,0,False
1,2,0,2,2,False
2,0,1,2,3,False
0,2,1,0,3,False
0,3,2,2,2,False
3,1,1,1,1,False
1,1,2,3,0,False
0,2,2,1,1,False
3,1,1,1,2,False
2,0,1,2,1,False
0,3,3,0,3,False
3,2,0,1,3,False
1,1,3,3,1,False
1,0,2,1,0,False
2,3,3,2,2,True
